path	baseline_identity	disposition	owner
docs/architecture/2026-08-30-lightweight-requirement-delivery-model.md	sha256:4107cbd508dc3832cb1fa94b6e4fe224989a1173177174e436b07f840e562488	remove-requirement-delivery-source	docs/design/skill/design.md; docs/design/skill/skill.md; docs/design/skill/assessment.md
docs/architecture/2026-08-30-simplified-proposal-contract.md	sha256:d9dc71c61628543ff1e5eae80394e9e0121488eb856c123413c8fc78940b11c8	remove-consolidated-proposal-source	docs/design/skill/skill.md; docs/design/skill/assessment.md; docs/design/cli/records.md
docs/architecture/2026-08-31-impact-aware-final-verification.md	sha256:e0762dcd0608dfe5d4987abd889167dde340de383007eaeac9772b753696677a	remove-selected-closeout-source	docs/design/skill/assessment.md; Records/CLI representation
docs/architecture/2026-08-31-retire-standalone-test-spec-stage.md	sha256:98023a64b3248bd4095a25242dd830b7f71bff280f050127a1390f623175129c	remove-selected-test-stage-source	docs/design/skill/skill.md#authoring; Design/Assessment/Validation existing owners
docs/architecture/2026-09-02-refocus-workflow-into-route.md	sha256:9fc1bd38151f710c036a6466661927c28681f83fe90cea5a8ffcbcb8d7a06a73	hold-unmapped-design	docs/architecture/2026-09-02-refocus-workflow-into-route.md
docs/architecture/2026-09-03-compact-current-state-change-record.md	sha256:a317d1ff3a24c08198efed1c3f3c72f25db4705aaa45434dfa19780583d95979	remove-mapped-legacy-source	docs/design/engineering/engineering.md; source-disposition.md additional audited source dispositions
docs/architecture/2026-09-03-refine-explore-research-optional-discovery-skills.md	sha256:1d1f20e8ea4d4e868121130644174322971e8479dd7fb121bd0ad16d4526e34a	hold-unmapped-design	docs/architecture/2026-09-03-refine-explore-research-optional-discovery-skills.md
docs/architecture/2026-09-03-relax-pr-evidence-tail.md	sha256:81fd2ae8664cae24f0ae697f2cd47aac4dfdf7b6458fdc6752c3f8786257f32d	hold-unmapped-design	docs/architecture/2026-09-03-relax-pr-evidence-tail.md
docs/architecture/system/architecture.md	sha256:9d2573f0c8ca757771d10486fdb7f28fbc94e9beb53b1b41d0f9734e085da268	hold-unmapped-design	docs/architecture/system/architecture.md
docs/architecture/system/diagrams/component-boundary-guidance.mmd	sha256:de3935312a9e36888a3c05e279267a6a0bf3e3b38a786d6784234bc6e1867e00	hold-unmapped-design	docs/architecture/system/diagrams/component-boundary-guidance.mmd
docs/architecture/system/diagrams/component-workflow-automation.mmd	sha256:118c9997f862cdc46e1c117a440d9b51d0bdecb2c739b57ddb7f6328f64321f2	hold-unmapped-design	docs/architecture/system/diagrams/component-workflow-automation.mmd
docs/architecture/system/diagrams/container.mmd	sha256:a0a823bc6946aa0179d0d21dc5f698fe06b4021f8ebe8d6ba002211b45ac0899	hold-unmapped-design	docs/architecture/system/diagrams/container.mmd
docs/architecture/system/diagrams/context.mmd	sha256:2456223f3d76c111074e2e23a0b55ab08be46b8d5848684641a93a0353c599b0	hold-unmapped-design	docs/architecture/system/diagrams/context.mmd
docs/archive/skill-model/2026-09-08/README.md	sha256:c4438b0c652541332ee5f01e9431ed9cebf64460dda0c39d84eef47774003836	remove-archive-copy	docs/design/skill/skill.md
docs/archive/skill-model/2026-09-08/docs/adr/ADR-20260623-published-skill-resource-integrity.md	sha256:1475793203979247b7b42f22406dd681c424ea74328db6d17f5e1102bd5eb69b	remove-archive-copy	docs/design/skill/skill.md
docs/archive/skill-model/2026-09-08/specs/customer-portable-public-skill-evidence.md	sha256:d786f7bab328b82be9c65cb42d7948337fcfb6bf7bdd32df55005c61d69dacb9	remove-archive-copy	docs/design/skill/skill.md
docs/archive/skill-model/2026-09-08/specs/skill-contract.md	sha256:4471eda8d1e04621710e5a0764a452670df8ba711804a3c2380ff7bdd6d1718f	remove-archive-copy	docs/design/skill/skill.md
docs/archive/skill-model/2026-09-08/specs/skill-readability-contract.md	sha256:08ca1f804c8d877387798b0a21709951ed6096718a03db82067d3ad6749b0eb0	remove-archive-copy	docs/design/skill/skill.md
docs/changes/2026-08-10-published-skill-first-repository-simplification/retirement-ledger.json	sha256:b68eb8bdc1d4e54df60d7dfac9e959c90b9453d5f913fcfbddc1408216c0a70a	remove-exclusive-fixture	docs/design/engineering/validation.md
docs/reports/adapter-artifacts/releases/v0.1.2.yaml	sha256:5944dfb36083479f3229d98bccd076697ad97ea3dfe3f53d2eb3b469adcfaaa5	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/adapter-artifacts/releases/v0.1.3.yaml	sha256:2475f8942524fa022229ba14f80d75d4f3d08a2fe7e1f19c9868526f393e0dc2	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/adapter-artifacts/releases/v0.1.4.yaml	sha256:c9d92b90525eb64cd8e8f83218916fd8852799e467ff694c253b2cdd18f621a0	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/adapter-artifacts/releases/v0.1.5.yaml	sha256:d4121181f3b9552f5c799646db8631b776f3f4a3e15a79fead257e7f0aadfa3a	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/adapter-artifacts/releases/v0.2.0.yaml	sha256:7e0e18a314144a680ab163b144183ecff127bab88f133eead3c2365e6673a25a	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/adapter-artifacts/releases/v0.3.0.yaml	sha256:44524d57191b7bbee99c46aa8871aaebee81d7097f57e977f8f442af98885d88	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/adapter-artifacts/releases/v0.3.1.yaml	sha256:da4f561ee92574d1aff4e73f88e241986681afbf4f951a8fbec9362d131585df	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/adapter-artifacts/releases/v0.3.2.yaml	sha256:353e8d7e5c1313f7cc5aba1f4f7587cebd087d6b270410b59c3191b2d858c6f0	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/adapter-artifacts/releases/v0.3.3.yaml	sha256:c25e1b1951d27ec6a95f234ea76d6a8757a52ba05f44072e7ae43e701ccad822	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/adapter-artifacts/releases/v0.3.4.yaml	sha256:9ea371a1687b974dd4a17b2b708390bfa719b134f19dc0f9bf5ebc76fcffadce	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/adapter-artifacts/releases/v0.3.5.yaml	sha256:bb0e92c36541df0b8fd9c1ecc1c5581ea51944324fcedda91e8e6d5c0bdd91e6	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/adapter-artifacts/releases/v0.3.6.yaml	sha256:cd3de1a215b50e79f207ab9384394e22c3929e83739e305b623d6ef2bb3b20a6	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/adapter-artifacts/releases/v0.4.0.yaml	sha256:1249472be4376696cde3ff93528a6eaaec07dd4c200a4f2bd6dbaf78af91dc3f	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/adapter-artifacts/releases/v0.4.1.yaml	sha256:de3ed6e3deceb11392b2a9c8066f42915667d490c6c8490210d3207b2da8e4ca	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/adapter-artifacts/releases/v0.5.0.yaml	sha256:9afe0a15eebec0b2ab8de9d3ddb878a70d9f88a53e0d6a78e48925cc68f5f80b	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/2026-05-10-baseline.md	sha256:e1a95747059cf37b4d11d24cca36ad602f6bdc00ede8273e5ac930ee845ba355	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/cli/v0.4.x-detailed-baseline.json	sha256:f124e9cb9fc6d2d88baa0459028c0d7d32020e15379413f200aa7736234fccfd	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/lifecycle/2026-05-14-cost-bounded-rigor-m4-lifecycle-token-cost-summary.md	sha256:b2922b393c2bc8864d01ee438ad33d6f5db2c9cece5736d2fc79983c746cdcdc	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/lifecycle/2026-05-14-cost-bounded-rigor-slicing-retrospective.md	sha256:8fbe0bf7f48dc40c29ba689fb9c4609d2ee86eb7a83d7be56176c1459d727f98	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/optimizations/2026-05-11-progressive-loading-high-cost-skills.md	sha256:b058b45907fca26a9e8bbf72dbc6cdc6d6ecadd8e544424e848b0ac7d1707bef	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/releases/v0.1.1-skill-token-runtime-v1-pretransition.md	sha256:e11cf8b5c6a86a34a112ae2bd30ea310b96d5a1e105a0b721477a816c0f3fb25	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/releases/v0.1.1-skill-token-runtime-v1-pretransition.yaml	sha256:164c51a81151d80a2c14fa78d3483a90051f9086d54d57b82a3eda142d926564	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/releases/v0.1.1.md	sha256:4e31e7d347cb7e799c2fe3bb1db46b43ac8ee2de42ad1a910c5fd197c44c54ff	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/releases/v0.1.1.yaml	sha256:98acd6ee6b401d4c80853595f7c991c4ed0b3334c50b6b06838db3051e9bb4f3	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/releases/v0.1.2.md	sha256:9e0d2d6022203ad9580f50316ebb42ceb3f789225d19f910c3e0ea1b14204ab9	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/releases/v0.1.2.yaml	sha256:ddc985224a2e625d545a6cab4ec8b019f07152f62d78554c591ef0ccfe7c1f23	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/releases/v0.1.3.md	sha256:5df6cb28be70a34103cd934e1172ef5b490349a29a376f7dcf1c22e3f4115f91	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/releases/v0.1.3.yaml	sha256:465e420629ed3def5e44b8707335dbc260a18a534ea912e5caa66b163890b3d5	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.1/architecture-no-impact-run1.analysis.yaml	sha256:6db920da21befc305aff3c51b0704ab51f1beda5b288e1889b9b44813465bcd2	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.1/code-review-small-run1.analysis.yaml	sha256:2586582c33924a449ace753554e0098d1e2612bf70b8092aecfcf8f9baef646c	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.1/explain-change-summary-run1.analysis.yaml	sha256:03381fb49f03a863c243a32e91cc67f108f85b631d857b56e88a3a8b823d6ca7	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.1/implement-handoff-run1.analysis.yaml	sha256:cffd58adfc499a8693a3e24d61c9936aed0338336b18b13f410f7c4f78b6ced5	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.1/learn-no-durable-lesson-run1.analysis.yaml	sha256:cb7f3ed9be1b977ee20d32219aa6203230e874e35205d93f3ec2ab71053ecd2a	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.1/plan-handoff-run1.analysis.yaml	sha256:c057528bb5732d74175c9ab5e8bda51f62186889f36431d520072e24eace7229	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.1/pr-handoff-run1.analysis.yaml	sha256:5172db697eae755ae41a0aa3c7f50446a6dcc019133d5c29c6279d45033e348b	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.1/proposal-short-run1.analysis.yaml	sha256:1362d373fc558985353b83811170a3382b28d727395836ebfff572207266f3e3	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.1/verify-final-pack-run1.analysis.yaml	sha256:1385950fdf2614d07f8a63f4f8810948217bb73d38239b5bd933c98c12acfa78	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.1/workflow-route-run1.analysis.yaml	sha256:591b53cbeaf761ed6bc7bc24cbef1d35e3176ef59237aec135aaed1a356bc0a9	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.2/architecture-no-impact-run1.analysis.yaml	sha256:41579415999efaf1eba56b687eecdb31dfbe4c51908a49d9a6c4a97803f9be16	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.2/code-review-small-run1.analysis.yaml	sha256:241237ba45832508d52a75865ed8102d7e74b897215227eeb247550372a9674d	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.2/explain-change-summary-run1.analysis.yaml	sha256:1608d2b72b01bd1c20465e6d760fa4d914998c0ee2a5a639e138acf9359eef33	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.2/implement-handoff-run1.analysis.yaml	sha256:33662a32625525e8894e4a13b7ec01b23e0f97cc56325c1d3d509deadd0fd059	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.2/learn-no-durable-lesson-run1.analysis.yaml	sha256:0d66f416237eb32c00eec096c9bb7c16748a9983ddc892b74d6837480b448806	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.2/plan-handoff-run1.analysis.yaml	sha256:7ca4ef7e9e3bfb578f506e2d03c93f9f121e8ea12d693855cf2a375bcc88a4e7	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.2/pr-handoff-run1.analysis.yaml	sha256:4254cbac76027f5867ebca88d14404560cc65d584fd1cd27e3fa249993cb59cf	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.2/proposal-short-run1.analysis.yaml	sha256:68338f52d568f099b2611004645fe75f7634252351397428e991fdc2d8804a64	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.2/verify-final-pack-run1.analysis.yaml	sha256:5126e7161db0dbd0f3119868401e319ba485a81b97e2ba30826cdaa0377eb727	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.2/workflow-route-run1.analysis.yaml	sha256:add318d23d15fe726d32ea1a878def4352da43eaffa41bd4970bdc0481ea6abe	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/architecture-no-impact-run1.analysis.yaml	sha256:3baec2e0b79f2202d7672b1d5ea89aa4eeb9fcf1b48f76ea7134144e1300a7f9	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/architecture-no-impact-run1.jsonl	sha256:df4b1daa2f5bd85b3c963d592636b775bcdf2b8fc272c65e48f7b1bbff757053	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/code-review-small-run1.analysis.yaml	sha256:cf8ec7820fd3a0af6ad1e965ac2ab7af736da86c46d4c6698ce2796d531f429a	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/code-review-small-run1.jsonl	sha256:336d4407038c1d9f65dbfbdbd71b6862a394268815baff6b17f5277be62466e3	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/explain-change-summary-run1.analysis.yaml	sha256:414077a02394181d1da4d05ed590bf11f0fe53f1c7f6fa63df33359fb62b292a	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/explain-change-summary-run1.jsonl	sha256:8da06ec8238462c0c4648ba59a81e2b4fcd8c8e0c5dfaf270949209e6ca0f1ac	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/implement-handoff-run1.analysis.yaml	sha256:ae65796968cd13cf9342428aeee37ed72264d1e61fd1dd2fbd593ee51456ab86	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/implement-handoff-run1.jsonl	sha256:d2bf8ad4b9d6c7f9096abc0233e6122e38676f183b4d0a785a8b513cc91ae3c7	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/learn-no-durable-lesson-run1.analysis.yaml	sha256:5bd0efc68c3f93d95ee0ced2b9976e1c3f8cb3b7bfaf788c634c1780a2d6c998	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/learn-no-durable-lesson-run1.jsonl	sha256:10721c960c5eca7fa7d411711d082006e07f3805c4c4f0d86490dc92d78568d7	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/plan-handoff-run1.analysis.yaml	sha256:be86153908c25c4f6a09c7b8b4f994c9c20165020910b8a36258ab5e34700f01	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/plan-handoff-run1.jsonl	sha256:28c204510ea2bf60fa8674979cc1188202876fb2e40614a61301cef1befb4f1e	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/pr-handoff-run1.analysis.yaml	sha256:ae2c3a3f4437a554e91dfacef5e61f79135100015eb0d0d83fb227d5c1d4b2f0	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/pr-handoff-run1.jsonl	sha256:1c9e08390ca31f6926f1781404f03fc782063eb915b9fcbf8ea06cd26bb5ea0a	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/proposal-short-run1.analysis.yaml	sha256:fc914b452fbcc99d2a5f69473584964090800e3a8420bcebc0ecfa7e350fc834	retire-historical-report-input	docs/design/engineering/release.md
